,name,review,rating,meta,ingredients,steps,cooks_note,editors_note,nutrition_facts,url
10,Easy Tamale Casserole,"This tamale casserole gives me memories of home. My mom liked to make the Hamburger Helper version of this recipe. When I moved to another state, I could not find it, so I came up with this. My hubby likes for me to spice this up sometimes, so I will add a 14-ounce can of tomatoes and green chiles or use a Mexican-style cornbread mix.",4.3,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '35 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '55 mins', 'yield': None}","[{'name': 'ground beef', 'quanity': '1', 'unit': 'pound'}
 {'name': 'salt', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'ground black pepper', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'onion, chopped', 'quanity': '1', 'unit': 'small'}
 {'name': 'pinto beans, rinsed and drained', 'quanity': '2', 'unit': '(15 ounce) cans'}
 {'name': 'crushed tomatoes', 'quanity': '2', 'unit': '(15 ounce) cans'}
 {'name': 'cream-style corn', 'quanity': '1', 'unit': '(15 ounce) can'}
 {'name': 'cornbread mix', 'quanity': '1', 'unit': '(6 ounce) box'}
 {'name': 'egg, lightly beaten', 'quanity': '1', 'unit': 'large'}
 {'name': 'shredded Cheddar cheese', 'quanity': '1', 'unit': 'cup'}]","[' Gather all ingredients. Preheat the oven to 400 degrees F (200 degrees C).\n'
 ' Heat a cast iron skillet over medium-high heat. Cook and stir ground beef in the hot skillet until browned and crumbly, 5 to 7 minutes; drain and discard grease. Season beef with salt and black pepper.\n'
 ' Stir onion into ground beef; cook and stir over medium heat for 1 minute, then immediately remove the skillet from heat. Stir in pinto beans and crushed tomatoes.\n'
 ' Beat together cream-style corn, cornbread mix, and egg in a large bowl until smooth; spread over ground beef mixture in the skillet. Sprinkle with Cheddar cheese.\n'
 ' Bake in the preheated oven until cheese is melted and cornbread is set in the middle, about 25 minutes.\n']",unknown,unknown,"{'Calories': '515', 'Carbs': '57g', 'Fat': '21g', 'Protein': '28g'}",https://www.allrecipes.com/recipe/237983/easy-tamale-casserole/
11,Carrot Hummus,Carrot hummus is my favorite dip of all time. This recipe was created by my friend Mary. Play around with the proportions to taste — you really cannot mess it up!,5.0,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '10 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '10 mins', 'yield': None}","[{'name': 'cashews', 'quanity': '1', 'unit': 'cup'}
 {'name': 'garlic, peeled', 'quanity': '4', 'unit': 'cloves'}
 {'name': 'carrots, peeled and roughly chopped', 'quanity': '1', 'unit': 'pound'}
 {'name': 'lemon, juiced', 'quanity': '1', 'unit': 'large'}
 {'name': 'tamari', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'flat-leaf parsley, chopped', 'quanity': '1', 'unit': 'bunch'}
 {'name': 'mayonnaise, or to taste', 'quanity': '1 ½', 'unit': 'tablespoons'}
 {'name': 'salt to taste', 'quanity': '', 'unit': ''}]","[' Combine cashews and garlic in a food processor; pulse until finely chopped. Add carrots, lemon juice, tamari, parsley, and mayonnaise; process until smooth. Season with salt.\n']","If you want a vegan version, use vegan mayonnaise.",unknown,"{'Calories': '199', 'Carbs': '18g', 'Fat': '14g', 'Protein': '5g'}",https://www.allrecipes.com/recipe/283948/carrot-hummus/
12,Red-Hot Cinnamon Pickles,"These cinnamon pickles are a hit in our region, but we have an aunt from Kansas that remembers them from her childhood.",4.7,"{'active_time': None, 'additional_time': '3 days 11 hrs', 'bake_time': None, 'cook_time': '2 hrs 15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '1 hr', 'rest_time': None, 'servings': '48', 'soak_time': None, 'total_time': '3 days 14 hrs 15 mins', 'yield': '6 pint jars'}","[{'name': 'cucumbers - peeled, seeded, and quartered lengthwise', 'quanity': '12', 'unit': 'large'}
 {'name': 'pickling lime (calcium hydroxide)', 'quanity': '1', 'unit': 'cup'}
 {'name': 'water', 'quanity': '1', 'unit': 'gallon'}
 {'name': 'cold water, or as needed to cover', 'quanity': '1', 'unit': 'gallon'}
 {'name': 'white vinegar, divided', 'quanity': '1 ¾', 'unit': 'cups'}
 {'name': 'water, plus more as needed', 'quanity': '1 ¼', 'unit': 'cups'}
 {'name': 'cinnamon red hot candies', 'quanity': '12 ½', 'unit': 'ounces'}
 {'name': 'red food coloring', 'quanity': '1 ½', 'unit': 'teaspoons'}
 {'name': 'alum', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'white sugar', 'quanity': '1 ¼', 'unit': 'cups'}
 {'name': 'cinnamon sticks', 'quanity': '4', 'unit': '(4-inch)'}
 {'name': '6 pint-sized canning jars with rings and lids', 'quanity': 'unknown', 'unit': 'unknown'}]","[' Put cucumber spears in a large container. Stir pickling lime into 1 gallon of water in a large pitcher until lime is dissolved; pour over cucumbers. Refrigerate for 24 hours.\n'
 ' Drain cucumbers and rinse well; return to large container. Pour enough cold water over the drained cucumbers to cover. Soak at least 3 hours; drain. Transfer cucumbers to a large pot.\n'
 ' Stir 1 ¼ cups of vinegar and 1 ¼ cups of water together in a bowl; add cinnamon red hot candies. Set aside to soak, stirring occasionally.\n'
 ' Stir 1/2 cup vinegar, red food coloring, and alum together in a bowl until alum is dissolved; pour over cucumbers and add enough water to cover. Put a lid on the pot, place the pot over medium heat, and bring to a boil. Reduce heat to low and simmer for 2 hours; drain and return cucumbers to the pot.\n'
 ' Pour cinnamon candy mixture into a saucepan; add sugar and cinnamon sticks. Bring the mixture to a boil; cook and stir until the candies and sugar are dissolved completely into a syrupy liquid. Pour the liquid over the drained cucumbers. Refrigerate 8 hours to overnight.\n'
 ' Drain liquid from the cucumbers into a heavy saucepan; bring to a boil and pour again over the cucumbers. Refrigerate 24 hours.\n'
 ' Drain liquid again from the cucumbers into a heavy saucepan; bring to a boil and pour again over the cucumbers. Refrigerate another 24 hours.\n'
 ' Heat cucumbers and syrup to a boil.\n'
 ' Sterilize the jars and lids in boiling water for at least 5 minutes. Pack cucumbers into the hot, sterilized jars, filling to within 1/4 inch of the top. Run a knife or a thin spatula around the insides of the jars after they have been filled to remove any air bubbles. Wipe the rims of the jars with a moist paper towel to remove any food residue. Top with lids and screw on rings. Refrigerate until chilled before serving.\n']",unknown,unknown,"{'Calories': '63', 'Carbs': '16g', 'Fat': '0g', 'Protein': '1g'}",https://www.allrecipes.com/recipe/228064/red-hot-cinnamon-pickles/
13,Indian Style Basmati Rice,Savory Indian rice flavored with toasted and fragrant whole spices and fried onions. Soaking the basmati rice before cooking makes all the difference. Serve with your favorite Indian curry or dal. Make sure you warn people not to bite into the whole spices!,4.7,"{'active_time': None, 'additional_time': '15 mins', 'bake_time': None, 'cook_time': '35 mins', 'cool_time': None, 'fry_time': None, 'prep_time': None, 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '50 mins', 'yield': None}","[{'name': 'basmati rice', 'quanity': '1 ½', 'unit': 'cups'}
 {'name': 'vegetable oil', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'cinnamon stick', 'quanity': '1', 'unit': '(2 inch) piece'}
 {'name': 'green cardamom', 'quanity': '2', 'unit': 'pods'}
 {'name': 'whole cloves', 'quanity': '2', 'unit': ''}
 {'name': 'cumin seed', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'onion, thinly sliced', 'quanity': '1', 'unit': 'small'}
 {'name': 'water', 'quanity': '2 ½', 'unit': 'cups'}
 {'name': 'salt, or to taste', 'quanity': '1', 'unit': 'teaspoon'}]","[' Place rice into a bowl with enough water to cover. Set aside to soak for 20 minutes.\n'
 ' In the last 10 minutes of soaking, heat oil in a large pot or saucepan over medium heat. Add cinnamon stick, cardamom pods, and cloves, then stir in cumin seed. Cook and stir until fragrant and toasted, about a minute. Add sliced onion; cook and stir until tender and a rich golden brown color, about 10 minutes.\n'
 ' Drain water from rice, and stir into the pot. Cook and stir rice until lightly toasted, about 3 minutes. Add water and salt, and bring to a boil. Cover and reduce heat to low.\n'
 ' Simmer until all the water has been absorbed, about 15 minutes. Let stand for 5 minutes, then fluff with a fork before serving.\n']",unknown,unknown,"{'Calories': '216', 'Carbs': '39g', 'Fat': '5g', 'Protein': '4g'}",https://www.allrecipes.com/recipe/72349/indian-style-basmati-rice/
14,Easy Beer Batter,"This beer batter recipe is not complicated. It calls for just 2 ingredients: beer and self-rising flour. The beer should be cold, and don't sift the flour or over-whisk the batter — a few lumps make for a better texture. Choose the correct beer according to what fish you will fry as beer ranges in flavor. You can add spices to the batter, such as paprika, if you like.",4.9,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': None, 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '5 mins', 'yield': None}","[{'name': 'self-rising flour', 'quanity': '2', 'unit': 'cups'}
 {'name': 'beer', 'quanity': '1', 'unit': '(12 fluid ounce) can or bottle'}]",[' Whisk flour and beer together in a bowl until just combined; batter will be lumpy.\n'],unknown,"To fry fish and vegetables: Heat oil in a deep fryer or large saucepan to 350 degrees F (175 degrees C). Working in batches, lower fish or vegetables into beer batter to coat, then into hot oil; cook until golden brown. Drain on paper towels and season with salt to taste.","{'Calories': '260', 'Carbs': '50g', 'Fat': '1g', 'Protein': '7g'}",https://www.allrecipes.com/recipe/236101/easy-beer-batter/
15,Slow-Cooker Chicken Tortilla Soup,"This crockpot tortilla soup tastes better than anything you can get at a restaurant. It's healthy, too! Don't let the long list of ingredients fool you. All you do is dump everything into the slow cooker and walk away. Garnish with grated Cheddar, avocados, and a splash of fresh lime juice.",4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '3 hrs', 'cool_time': None, 'fry_time': None, 'prep_time': '30 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '3 hrs 30 mins', 'yield': None}","[{'name': 'shredded, cooked chicken', 'quanity': '1', 'unit': 'pound'}
 {'name': 'whole peeled tomatoes, mashed', 'quanity': '1', 'unit': '(15 ounce) can'}
 {'name': 'enchilada sauce', 'quanity': '1', 'unit': '(10 ounce) can'}
 {'name': 'chopped green chile peppers', 'quanity': '1', 'unit': '(4 ounce) can'}
 {'name': 'onion, chopped', 'quanity': '1', 'unit': 'medium'}
 {'name': 'garlic, minced', 'quanity': '2', 'unit': 'cloves'}
 {'name': 'water', 'quanity': '2', 'unit': 'cups'}
 {'name': 'chicken broth', 'quanity': '1', 'unit': '(14.5 ounce) can'}
 {'name': 'cumin', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'chili powder', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'salt', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'black pepper', 'quanity': '¼', 'unit': 'teaspoon'}
 {'name': 'bay leaf', 'quanity': '1', 'unit': ''}
 {'name': 'frozen corn', 'quanity': '1', 'unit': '(10 ounce) package'}
 {'name': 'chopped cilantro', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'corn tortillas', 'quanity': '7', 'unit': ''}
 {'name': 'vegetable oil, or as needed', 'quanity': '2', 'unit': 'tablespoons'}]","[' Gather all ingredients.\n'
 ' Place chicken, tomatoes, enchilada sauce, green chiles, onion, and garlic into a slow cooker.\n'
 ' Pour in water and chicken broth; season with cumin, chili powder, salt, pepper, and bay leaf. Stir in corn and cilantro. Cover and cook on Low for 6 to 8 hours or on High for 3 to 4 hours.\n'
 ' When the soup is almost finished, preheat the oven to 400 degrees F (200 degrees C). Lightly brush both sides of tortillas with oil.\n'
 ' Cut tortillas into strips, then spread on a baking sheet.\n'
 ' Bake in the preheated oven until crisp, 10 to 15 minutes.\n'
 ' Sprinkle tortilla strips over soup before serving.\n']",unknown,unknown,"{'Calories': '262', 'Carbs': '25g', 'Fat': '11g', 'Protein': '18g'}",https://www.allrecipes.com/recipe/89539/slow-cooker-chicken-tortilla-soup/
16,Best Beer Can Chicken,Two whole chickens are seasoned with a delicious smoky spice rub then grilled on beer cans. I tried recipes and changed the ingredients up until I found one the whole family loves!!,4.7,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr 30 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '25 mins', 'rest_time': None, 'servings': '8', 'soak_time': None, 'total_time': '1 hr 55 mins', 'yield': None}","[{'name': 'cherry wood chips', 'quanity': '2', 'unit': 'cups'}
 {'name': 'beer, half full', 'quanity': '2', 'unit': '(12 fluid ounce) cans'}
 {'name': 'dark brown sugar', 'quanity': '½', 'unit': 'cup'}
 {'name': 'kosher salt', 'quanity': '½', 'unit': 'cup'}
 {'name': 'paprika', 'quanity': '½', 'unit': 'cup'}
 {'name': 'ground black pepper', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'cayenne pepper', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'vegetable oil', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'whole chickens', 'quanity': '2', 'unit': '(3 pound)'}]","[' Soak wood chips in water for at least 1 hour.\n'
 ' Preheat an outdoor grill for indirect medium heat, about 350 degrees F (175 degrees C).\n'
 ' Mix dark brown sugar, kosher salt, paprika, ground black pepper, and cayenne pepper together in a small bowl. Place two half full cans of beer on a baking sheet. Spoon 1 teaspoon seasoning mix into each can. Be careful, this will make the beer foam up and out of the can.\n'
 ' Rub each chicken with 2 tablespoons vegetable oil. Rub remaining seasoning mix over entire chicken, inside and out. Fit each chicken over a can of beer with the legs on the bottom; keep upright.\n'
 "" Drain the wood chips and place them with the coals or in an aluminum pan on or under the grill grate as directed by the grill's manual. Place two chickens, standing on their cans directly on the grill. Close the lid and grill chicken until no longer pink at the bone and the juices run clear, about 1 hour 30 minutes. An instant-read thermometer inserted into the thickest part of the thigh, near the bone should read 180 degrees F (82 degrees C). Remove the chickens from the grill and discard the beer cans. Cover chicken with a doubled sheet of aluminum foil, and allow to rest in a warm area for 10 minutes before slicing.\n""]","Check the chickens after an hour on the grill, if they are beginning to brown too much, loosely cover the tops of the birds with aluminum foil and continue to cook with the lid closed.",unknown,"{'Calories': '627', 'Carbs': '23g', 'Fat': '33g', 'Protein': '53g'}",https://www.allrecipes.com/recipe/214619/bbq-beer-can-chicken/
17,Curry Stand Chicken Tikka Masala Sauce,"A tikka masala sauce from a classic curry-stand recipe. This is not haute cuisine; it's the kind of nuclear-orange tikka masala you crave when you stumble out of a pub at 2 a.m. I make vast quantities of this sauce at one time as it freezes well. I also use more cayenne pepper than 1 teaspoon, but I give out the recipe like this for people who don't like heat.",4.9,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '1 hr 5 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '15 mins', 'rest_time': None, 'servings': '6', 'soak_time': None, 'total_time': '1 hr 20 mins', 'yield': None}","[{'name': 'ghee (clarified butter)', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'onion, finely chopped', 'quanity': '1', 'unit': ''}
 {'name': 'garlic, minced', 'quanity': '4', 'unit': 'cloves'}
 {'name': 'ground cumin', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'salt, or more to taste (Optional)', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'ground ginger', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'cayenne pepper', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'ground cinnamon', 'quanity': '½', 'unit': 'teaspoon'}
 {'name': 'ground turmeric', 'quanity': '¼', 'unit': 'teaspoon'}
 {'name': 'tomato sauce', 'quanity': '1', 'unit': '(14 ounce) can'}
 {'name': 'heavy whipping cream', 'quanity': '1', 'unit': 'cup'}
 {'name': 'white sugar, or more to taste (Optional)', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'paprika', 'quanity': '2', 'unit': 'teaspoons'}
 {'name': 'vegetable oil', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'skinless, boneless chicken breast halves, cut into bite-size pieces', 'quanity': '4', 'unit': ''}
 {'name': 'curry powder', 'quanity': '½', 'unit': 'teaspoon'}]","[' Gather all ingredients.\n'
 ' Heat ghee in a large skillet over medium heat. Add onion; cook and stir until translucent, about 5 minutes.\n'
 ' Stir in garlic; cook and stir just until fragrant, about 1 minute. Stir cumin, 1 teaspoon salt, ginger, cayenne pepper, cinnamon, and turmeric into onion mixture; fry until fragrant, about 2 minutes.\n'
 ' Stir tomato sauce into onion and spice mixture; bring to a boil and reduce heat to low.\n'
 ' Simmer sauce for 10 minutes, then mix in cream, 1 tablespoon sugar, and paprika. Bring sauce back to a simmer and cook, stirring often, until sauce is thickened, 10 to 15 minutes.\n'
 ' Heat vegetable oil in a separate skillet over medium heat. Stir chicken into hot oil; add curry powder. Sear chicken until lightly browned but still pink inside, about 3 minutes; stir often.\n'
 ' Transfer chicken and any pan juices into sauce. Simmer chicken in sauce until no longer pink, about 30 minutes; adjust sugar and salt to taste.\n']",unknown,unknown,"{'Calories': '328', 'Carbs': '13g', 'Fat': '23g', 'Protein': '18g'}",https://www.allrecipes.com/recipe/228293/curry-stand-chicken-tikka-masala-sauce/
18,Pizza on the Grill,"Pizza on the grill is a fantastic way to make pizza at home. The heat of a hot grill is a perfect match for a professional pizza oven. Learn the tricks for making and grilling pizza from scratch with this recipe. Feel free to use your favorite toppings, but keep in mind not to overload the pizza.",4.8,"{'active_time': None, 'additional_time': '2 hrs', 'bake_time': None, 'cook_time': '15 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '45 mins', 'rest_time': None, 'servings': '16', 'soak_time': None, 'total_time': '3 hrs', 'yield': '2 pizzas'}","[{'name': 'warm water (110 degrees F/45 degrees C)', 'quanity': '1', 'unit': 'cup'}
 {'name': 'active dry yeast', 'quanity': '1', 'unit': '(.25 ounce) package'}
 {'name': 'white sugar', 'quanity': '1', 'unit': 'pinch'}
 {'name': 'all-purpose flour', 'quanity': '3 ⅓', 'unit': 'cups'}
 {'name': 'olive oil', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'kosher salt', 'quanity': '2', 'unit': 'teaspoons'}
 {'name': 'garlic, minced', 'quanity': '2', 'unit': 'cloves'}
 {'name': 'chopped fresh basil', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'olive oil', 'quanity': '½', 'unit': 'cup'}
 {'name': 'minced garlic', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'tomato sauce, divided', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'chopped tomatoes, divided', 'quanity': '1', 'unit': 'cup'}
 {'name': 'sliced black olives, divided', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'roasted red peppers, drained and chopped, divided', 'quanity': '¼', 'unit': 'cup'}
 {'name': 'shredded mozzarella cheese, divided', 'quanity': '2', 'unit': 'cups'}
 {'name': 'chopped fresh basil, divided', 'quanity': '4', 'unit': 'tablespoons'}]","[' Gather all ingredients.\n'
 ' Make dough: Pour warm water into a large bowl; dissolve yeast and sugar in warm water. Let stand until yeast softens and begins to form a creamy foam, about 5 to 10 minutes.\n'
 ' Mix in flour, 1 tablespoon olive oil, and salt until dough pulls away from the sides of the bowl.\n'
 ' Turn onto a lightly floured surface. Knead until smooth, about 8 minutes.\n'
 ' Place dough in a well-oiled bowl and cover with a damp cloth.\n'
 ' Set aside to rise until doubled, about 1 hour. Punch down; knead in garlic and basil. Set aside to rise for 1 more hour, or until doubled again.\n'
 ' Meanwhile, make garlic oil: Combine 1/2 cup olive oil with minced garlic in a microwave-safe cup or bowl. Heat for 30 seconds in the microwave.\n'
 ' Preheat an outdoor grill for high heat; brush the grate with garlic oil.\n'
 ' Make pizzas: Punch down dough and divide in half. Form each half into an oblong shape 3/8 to 1/2 inch thick.\n'
 ' Carefully place one piece of dough on the hot grill. Dough will begin to puff almost immediately. When the bottom crust has lightly browned, turn dough over using two spatulas.\n'
 ' Working quickly, brush garlic oil over crust.\n'
 ' Top with 1/2 of each of the following: tomato sauce, chopped tomatoes, olives, red peppers, cheese, and basil.\n'
 ' Close the lid and cook until cheese melts. Remove from grill and set aside to cool for a few minutes. Repeat with second piece of dough.\n']",unknown,unknown,"{'Calories': '212', 'Carbs': '22g', 'Fat': '11g', 'Protein': '6g'}",https://www.allrecipes.com/recipe/14522/pizza-on-the-grill-i/
19,Puerto Rican Canned Corned Beef Stew,"This stew recipe is simple, easy, and quick with corned beef in a can and other common pantry items. The end result is delicious and satisfying. Serve it over white rice with sweet fried plantains on the side.",4.8,"{'active_time': None, 'additional_time': None, 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '5 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '30 mins', 'yield': None}","[{'name': 'potato, peeled and cubed', 'quanity': '1', 'unit': 'small'}
 {'name': 'olive oil', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'sweet corn kernels', 'quanity': '½', 'unit': 'cup'}
 {'name': 'sofrito', 'quanity': '2', 'unit': 'tablespoons'}
 {'name': 'garlic', 'quanity': '2', 'unit': 'cloves'}
 {'name': 'tomato sauce', 'quanity': '1', 'unit': '(8 ounce) can'}
 {'name': 'dried oregano', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'bay leaf', 'quanity': '1', 'unit': 'large'}
 {'name': 'water', 'quanity': '½', 'unit': 'cup'}
 {'name': 'corned beef', 'quanity': '1', 'unit': '(12 ounce) can'}
 {'name': 'salt and ground black pepper to taste', 'quanity': '', 'unit': ''}]","[' Gather the ingredients.\n'
 ' Bring a small pot of water to a boil. Add potato and cook, uncovered, until slightly tender, about 5 minutes. Drain.\n'
 ' Heat oil in a large skillet or Dutch oven over medium-high heat. Add drained potatoes, corn, sofrito, and garlic; cook and stir until fragrant, 2 to 3 minutes.\n'
 ' Add tomato sauce, oregano, and bay leaf; cook and stir until flavors combine, 2 to 3 minutes.\n'
 ' Add water and bring to a boil. Reduce the heat to medium-low and stir in corned beef; cook until heated through, 6 to 8 minutes.\n']",unknown,unknown,"{'Calories': '354', 'Carbs': '15g', 'Fat': '21g', 'Protein': '26g'}",https://www.allrecipes.com/recipe/246392/puerto-rican-canned-corned-beef-stew/
20,Tortilla Española,"I make this Spanish tortilla recipe all the time at home. My boyfriend's family is Spanish, and he loves this dish. It's easy to prepare and always a crowd-pleaser. Traditionally, this dish uses only onions, potatoes, and egg; however, I like to add a little green, either parsley or chives.",4.6,"{'active_time': None, 'additional_time': '5 mins', 'bake_time': None, 'cook_time': '25 mins', 'cool_time': None, 'fry_time': None, 'prep_time': '20 mins', 'rest_time': None, 'servings': '4', 'soak_time': None, 'total_time': '50 mins', 'yield': None}","[{'name': 'olive oil, or more if needed', 'quanity': '1', 'unit': 'tablespoon'}
 {'name': 'potatoes, peeled and thinly sliced', 'quanity': '2', 'unit': 'large'}
 {'name': 'salt and pepper to taste', 'quanity': '', 'unit': ''}
 {'name': 'smoked paprika, or to taste', 'quanity': '¼', 'unit': 'teaspoon'}
 {'name': 'sweet Spanish onion, thinly sliced', 'quanity': '1', 'unit': ''}
 {'name': 'eggs', 'quanity': '6', 'unit': 'large'}
 {'name': 'olive oil', 'quanity': '1', 'unit': 'teaspoon'}
 {'name': 'fresh parsley, coarsely chopped', 'quanity': '1', 'unit': 'bunch'}
 {'name': 'olive oil', 'quanity': '1', 'unit': 'tablespoon'}]","[' Preheat the oven to 350 degrees F (175 degrees C).\n'
 ' Heat 1 tablespoon olive oil in an oven-proof skillet over medium heat until it shimmers. Place potatoes into hot oil and season with salt and pepper. Sprinkle with smoked paprika. Pan-fry potatoes, stirring and tossing occasionally, until they start to soften, about 8 minutes.\n'
 ' Add onion and cook, stirring occasionally, until potatoes and onion are lightly browned and onion is translucent, about 10 more minutes. Remove the skillet from heat and allow to cool for about 5 minutes.\n'
 ' Beat eggs with 1 teaspoon olive oil in a large bowl. Stir in parsley, then add potato-onion mixture until lightly combined.\n'
 ' Heat 1 tablespoon olive oil in the same skillet over medium heat until it shimmers. Gently spoon egg-potato mixture into hot oil. Reduce heat to medium-low and shake the skillet a few times to help release omelette from the bottom of the skillet. Slide the skillet into the preheated oven.\n'
 ' Bake in the preheated oven until omelette is puffed and the top is golden brown, about 5 minutes. A toothpick inserted into the center of omelette should come out clean; cut into pie-shaped pieces and serve.\n']",You can use chives instead of parsley.,unknown,"{'Calories': '340', 'Carbs': '37g', 'Fat': '16g', 'Protein': '14g'}",https://www.allrecipes.com/recipe/213226/tortilla-espanola/
